ticket_id,account_id,account_segment,region,tenure_months,account_contract_value,created_at,resolved_at,priority,issue_type,channel,team,first_response_minutes,resolution_minutes,satisfaction_score,reopened,response_sla_met,resolution_sla_met,churned,churn_window_flag,churn_90d
TCK-21967,ACCT-1375,smb,EMEA,32,6795,2025/10/09 02:34:00,10/09/2025 08:04,medium,feature_request,email,core_support,22.9,330.6,4.0,False,True,True,False,False,False
TCK-21039,ACCT-0148,smb,APAC,15,7546,09/09/2025 17:56,09/10/2025 12:49,medium,Usability,chat,integrations,57.9,1133.9,3.0,False,True,False,False,False,False
TCK-18015,ACCT-0627,smb,North America,42,6398,06/12/2025 10:18,2025/06/12 11:39:56,medium,feature_request,email,core_support,7.3,81.9,4.0,False,True,True,False,False,False
TCK-15888,ACCT-1060,SMB,EMEA,35,32202,2025/02/27 09:31:00,02/27/2025 17:06,Medium,billing,email,core_support,141.6,455.2,3.0,False,True,True,False,False,False
TCK-20610,ACCT-0449,smb,North America,39,2063,2025/06/16 15:23:00,06/16/2025 21:03,medium,feature_request,email,core_support,85.4,340.6,,False,True,True,False,False,False
TCK-16214,ACCT-0875,smb,APAC,10,5095,07/25/2025 13:18,07/25/2025 15:45,urgent,onboarding,email,core_support,18.9,147.6,4.0,False,True,True,False,False,False
TCK-17029,ACCT-1279,smb,North America,16,3449,08/05/2025 11:23,05-Aug-2025 15:06,medium,Usability,email,core_support,7.5,223.3,4.0,False,True,True,False,False,False
TCK-11885,ACCT-1406,smb,APAC,24,6798,05/02/2025 14:40,02-May-2025 17:29,high,integration,phone,core_support,43.3,169.1,4.0,False,True,True,False,False,False
TCK-14097,ACCT-0668,smb,EMEA,34,2514,08-Oct-2025 10:31,10/08/2025 13:25,medium,onboarding,chat,core_support,125.0,174.1,2.0,False,True,True,False,False,False
TCK-20806,ACCT-0384,MidMarket,North America,26,24231,10/08/2025 15:58,10/08/2025 17:46,high,integration,chat,core_support,8.8,108.9,3.0,True,True,True,False,False,False
TCK-17271,ACCT-0253,midmarket,EMEA,37,36432,14-Oct-2025 15:50,15-Oct-2025 08:16,medium,product_bug,chat,core_support,70.2,986.0,3.0,False,True,False,False,False,False
TCK-18569,ACCT-0102,midmarket,North America,41,11164,03/12/2025 20:00,03/12/2025 23:27,medium,billing,chat,Int.,40.2,207.0,,False,True,True,True,True,True
TCK-20002,ACCT-0907,midmarket,North America,40,16858,15-Sep-2025 05:15,15-Sep-2025 14:37,medium,usability,email,integrations,76.0,562.9,3.0,False,True,True,False,False,False
TCK-13564,ACCT-0986,smb,EMEA,24,5781,09/28/2025 00:12,09/28/2025 06:46,high,product_bug,chat,core_support,70.5,394.3,,False,True,True,False,False,False
TCK-14237,ACCT-1418,smb,North America,14,3019,2025/04/11 15:01:00,04/11/2025 17:04,medium,usability,phone,core_support,27.6,123.7,4.0,False,True,True,False,False,False
TCK-14582,ACCT-0782,smb,APAC,12,6860,2025/01/16 18:39:00,2025/01/16 19:40:56,high,onboarding,email ,premium_support,46.7,61.9,3.0,True,True,True,False,False,False
TCK-18132,ACCT-0841,smb,EMEA,37,3042,03-Oct-2025 16:39,10/03/2025 23:12,medium,onBoarding,webform,core_support,59.6,393.6,3.0,False,True,True,False,False,False
TCK-15508,ACCT-0177,midmarket,North America,29,22831,20-Apr-2025 15:48,04/20/2025 22:00,medium,billing,CHAT,BILLING,218.6,372.6,4.0,True,False,True,False,False,False
TCK-10891,ACCT-1405,midmarket,EMEA,34,29008,04/30/2025 14:06,05/01/2025 04:20,medium,billing,chat,integrations,17.4,854.2,3.0,False,True,False,True,False,False
TCK-16797,ACCT-1089,enterprise,Apac,34,96164,17-Sep-2025 10:29,2025/09/17 14:23:30,medium,usability,chat,core_support,122.3,234.5,4.0,False,True,True,False,False,False
TCK-15198,ACCT-1200,smb,APAC,26,7278,2025/05/23 17:33:00,05/24/2025 00:25,medium,feature_request,chat,premium_support,46.8,412.1,4.0,False,True,True,False,False,False
TCK-18329,ACCT-0055,smb,North America,7,5010,08/09/2025 03:44,08/09/2025 05:48,medium,usability,phone,premium_support,93.9,124.9,4.0,False,True,True,False,False,False
TCK-15783,ACCT-0905,smb,North America,34,5581,03/09/2025 11:47,09-Mar-2025 16:22,high,usability,chat,premium_support,67.9,275.1,4.0,False,True,True,False,False,False
TCK-14204,ACCT-1389,enterprise,APAC,39,81929,07/05/2025 08:13,07/06/2025 08:14,low,usability,email,premium_support,93.6,1441.6,,False,True,False,False,False,False
TCK-12805,ACCT-0562,smb,North America,4,5520,07/10/2025 08:35,2025/07/10 15:45:51,medium,usability,email,core_support,3.1,430.9,4.0,False,True,True,True,False,False
TCK-21600,ACCT-0363,smb,North America,11,2850,2025/08/06 13:46:00,08/06/2025 20:31,high,integration,CHAT,integrations,267.5,405.8,3.0,False,False,True,True,True,True
TCK-10530,ACCT-0785,smb,EMEA,3,6685,2025/09/19 13:23:00,09/19/2025 19:31,medium,billing,chat,core_support,16.5,368.7,4.0,False,True,True,False,False,False
TCK-16409,ACCT-0574,midmarket,North America,42,27907,2025/06/13 00:42:00,2025/06/13 05:30:59,urgent,usability,chat,integrations,34.3,289.0,4.0,False,True,False,False,False,False
TCK-14989,ACCT-0684,midmarket,APAC,34,30194,03/24/2025 18:20,03/24/2025 23:34,low,billing,chat,integrations,107.3,314.2,2.0,True,True,True,False,False,False
TCK-19565,ACCT-0398,smb,APAC,12,6912,07/04/2025 17:08,05-Jul-2025 01:10,low,onboarding,chat,core_support,67.2,482.8,4.0,False,True,True,False,False,False
TCK-17627,ACCT-0958,smb,north america,34,7276,08-Jun-2025 22:37,06/08/2025 23:28,medium,usability,chat,billing,24.3,51.3,4.0,False,True,True,False,False,False
TCK-21056,ACCT-1280,smb,EMEA,10,4783,02-Oct-2025 16:24,10/03/2025 04:38,low,integration,chat,integrations,8.0,734.6,4.0,False,True,True,False,False,False
TCK-15070,ACCT-0247,smb,APAC,29,6330,08/17/2025 04:08,2025/08/17 08:14:05,medium,onboarding,email ,billing,137.0,246.1,3.0,True,True,True,False,False,False
TCK-21966,ACCT-0923,midmarket,North America,15,36451,08/23/2025 14:15,2025/08/23 20:09:14,medium,integration,webform,Int.,57.4,354.2,4.0,False,True,True,False,False,False
TCK-19674,ACCT-1174,smb,,46,7336,2025/03/16 09:15:00,03/16/2025 14:31,medium,onboarding,,core_support,183.3,316.8,2.0,True,False,True,False,False,False
TCK-17628,ACCT-0052,midmarket,EMEA,40,31587,09/22/2025 08:12,09/22/2025 13:54,high,product_bug,chat,core_support,215.5,342.1,3.0,True,False,True,False,False,False
TCK-20857,ACCT-0255,smb,EMEA,32,5045,2025/05/16 11:36:00,05/16/2025 16:38,low,billing,CHAT,billing,33.3,302.2,4.0,False,True,True,False,False,False
TCK-13140,ACCT-0625,,EMEA,18,12111,05/30/2025 21:24,05/31/2025 04:41,medium,product_bug,email ,premium_support,38.9,437.7,4.0,False,True,True,True,True,True
TCK-14379,ACCT-1201,midmarket,EMEA,7,22106,2025/09/03 12:01:00,04-Sep-2025 05:15,medium,product_bug,email,core_support,0.2,1035.0,,False,True,False,False,False,False
TCK-12430,ACCT-0496,smb,EMEA,31,7195,09/27/2025 11:42,09/27/2025 19:52,medium,,email,core_support,134.4,490.8,4.0,False,True,True,False,False,False
TCK-17367,ACCT-1410,midmarket,EMEA,3,25890,10/05/2025 16:59,10/05/2025 22:26,low,billing,chat,integrations,148.2,327.5,4.0,False,True,True,False,False,False
TCK-13201,ACCT-0959,smb,North America,42,6554,2025/08/30 22:26:00,2025/08/31 03:13:09,medium,feature_request,chat,integrations,9.3,287.2,4.0,False,True,True,False,False,False
TCK-16544,ACCT-1281,midmarket,APAC,17,22553,2025/08/06 11:31:00,2025/08/06 13:10:41,medium,product_bug,chat,core_support,55.3,99.7,4.0,False,True,True,False,False,False
TCK-12857,ACCT-1084,midmarket,EMEA,41,39257,15-Mar-2025 09:11,03/15/2025 12:48,urgent,onBoarding,chat,billing,88.2,217.4,3.0,False,False,True,True,True,True
TCK-11982,ACCT-1369,smb,APAC,41,4658,21-Mar-2025 08:08,2025/03/21 12:23:56,medium,usability,email,billing,13.9,255.9,3.0,False,True,True,False,False,False
TCK-21917,ACCT-0927,smb,North America,42,7328,2025/03/13 12:42:00,2025/03/13 16:55:38,low,onboarding,webform,core_support,35.3,253.6,5.0,False,True,True,False,False,False
TCK-11176,ACCT-0562,smb,North America,4,5520,2025/03/03 10:52:00,03-Mar-2025 14:14,medium,billling,email,integrations,14.5,202.7,3.0,False,True,True,True,False,False
TCK-18345,ACCT-1311,ENTERPRISE,North America,19,3433,25-Apr-2025 18:18,25-Apr-2025 21:12,high,integration,email,core_support,15.0,174.7,2.0,True,True,True,False,False,False
TCK-20040,ACCT-0379,midmarket,APAC,15,16445,02/23/2025 09:34,02/23/2025 13:27,High,product_bug,phone,core_support,18.1,233.4,4.0,False,True,True,False,False,False
TCK-14625,ACCT-1421,smb,North America,35,2271,03/21/2025 08:01,03/21/2025 14:38,medium,onboarding,chat,core_support,49.2,397.5,4.0,False,True,True,False,False,False
TCK-21203,ACCT-0117,midmarket,APAC,19,10167,2025/07/23 21:54:00,2025/07/24 04:35:33,high,onboarding,email,integrations,112.7,401.6,,False,True,True,False,False,False
TCK-20247,ACCT-0463,midmarket,EMEA,32,11382,09/20/2025 12:13,20-Sep-2025 14:46,medium,product_bug,webform,core_support,37.7,153.6,3.0,False,True,True,False,False,False
TCK-14487,ACCT-0762,smb,EMEA,44,3026,06/14/2025 17:18,06/15/2025 06:59,medium,product_bug,phone,premium_support,322.1,822.0,4.0,False,False,False,False,False,False
TCK-13194,ACCT-1063,midmarket,North America,46,27224,10/14/2025 12:18,10/14/2025 21:22,high,integration,webform,core_support,52.1,544.2,4.0,False,True,False,False,False,False
TCK-15161,ACCT-1305,midmarket,North America,46,18307,03/08/2025 04:43,03/08/2025 22:35,high,usability,E-mail,core_support,444.2,1072.1,3.0,False,False,False,True,True,True
TCK-14118,ACCT-0389,midmarket,EMEA,5,43037,25-Aug-2025 14:51,26-Aug-2025 04:40,low,onboarding,chat,premium_support,167.8,829.2,,False,True,True,False,False,False
TCK-20153,ACCT-0133,smb,North America,36,3257,03-Jun-2025 02:23,03-Jun-2025 02:52,High,usability,email,billing,24.7,29.1,3.0,False,True,True,True,False,False
TCK-12011,ACCT-1399,ENTERPRISE,APAC,6,26079,06/12/2025 08:12,06/12/2025 16:23,medium,product_bug,chat,integrations,184.5,491.8,3.0,False,False,True,False,False,False
TCK-13990,ACCT-0455,smb,North America,19,4241,04/15/2025 14:31,04/15/2025 16:41,low,billing,chat,core_support,1.4,130.7,3.0,False,True,True,False,False,False
TCK-10491,ACCT-1216,smb,North America,42,7158,13-Oct-2025 12:44,2025/10/13 19:13:47,high,product_bug,chat,core_support,21.3,389.8,3.0,False,True,True,False,False,False
TCK-19088,ACCT-0858,smb,North America,21,6574,02/19/2025 08:39,2025/02/19 10:00:01,medium,feature_request,CHAT,core_support,18.9,81.0,3.0,False,True,True,False,False,False
TCK-20043,ACCT-0460,smb,EMEA,8,7349,2025/08/08 09:06:00,08/08/2025 11:48,medium,product_bug,email,core_support,40.3,162.4,2.0,False,True,True,False,False,False
TCK-21477,ACCT-0175,midmarket,EMEA,13,28526,16-May-2025 14:55,2025/05/16 20:22:19,medium,integration,email,core_support,33.9,327.3,,False,True,True,False,False,False
TCK-11079,ACCT-1366,smb,APAC,20,4919,02/10/2025 10:35,10-Feb-2025 14:29,medium,billing,chat,integrations,38.9,234.8,3.0,False,True,True,False,False,False
TCK-21960,ACCT-1375,Small Biz,EMEA,32,6795,02-Jul-2025 23:31,07/03/2025 02:23,medium,product_bug,email,core_support,171.2,172.4,3.0,False,True,True,False,False,False
TCK-17368,ACCT-0891,midmarket,North America,39,36189,07/17/2025 12:32,2025/07/18 01:17:12,low,product_bug,chat,core_support,99.6,765.2,4.0,False,True,True,False,False,False
TCK-16172,ACCT-0814,enterprise,North America,40,97661,2025/09/03 11:31:00,09/03/2025 16:17,medium,product_bug,chat,BILLING,109.2,286.3,3.0,False,True,True,False,False,False
TCK-10128,ACCT-0661,smb,EMEA,9,4734,22-Jul-2025 09:50,23-Jul-2025 06:58,high,billing,email,integrations,15.7,1268.6,2.0,True,True,False,True,False,False
TCK-14000,ACCT-0842,midmarket,EMEA,22,13749,03/19/2025 13:41,03/19/2025 17:14,medium,onBoarding,email,billing,47.3,213.2,,False,True,True,True,False,False
TCK-11445,ACCT-1012,enterprise,North America,22,90599,08/29/2025 11:45,29-Aug-2025 19:23,medium,usability,email,core_support,156.6,458.7,4.0,False,True,True,False,False,False
TCK-16945,ACCT-1115,smb,North America,30,2735,09/12/2025 16:55,09/12/2025 20:37,medium,onboarding,chat,core_support,11.3,222.8,3.0,False,True,True,False,False,False
TCK-19176,ACCT-0559,midmarket,EMEA,30,35191,08/07/2025 15:19,08/08/2025 00:51,urgent,product_bug,E-mail,core_support,89.9,572.1,3.0,False,False,False,False,False,False
TCK-20304,ACCT-0975,smb,North America,34,5139,06/08/2025 22:38,09-Jun-2025 01:28,medium,feature_request,chat,integrations,29.7,170.5,3.0,False,True,True,False,False,False
TCK-11577,ACCT-1073,smb,APAC,47,5633,2025/03/18 04:08:00,18-Mar-2025 06:43,medium,billing,chat,core_support,93.2,155.9,3.0,False,True,True,False,False,False
TCK-15710,ACCT-0920,smb,APAC,36,8967,10/07/2025 15:05,10/07/2025 18:42,high,onBoarding,chat,core_support,59.7,218.0,4.0,True,True,True,False,False,False
TCK-11150,ACCT-0017,smb,EMEA,39,2909,02/13/2025 15:58,02/13/2025 21:20,medium,product_bug,email,core_support,96.7,322.3,3.0,False,True,True,False,False,False
TCK-11850,ACCT-0324,smb,north america,47,4926,10/04/2025 15:00,2025/10/04 21:15:18,high,onboarding,phone,core_support,277.3,375.3,3.0,False,False,True,False,False,False
TCK-15867,ACCT-0233,smb,APAC,37,6240,07/07/2025 03:58,07/07/2025 16:13,medium,feature_request,chat,billing,7.8,735.3,3.0,False,True,False,False,False,False
TCK-21652,ACCT-0880,MidMarket,North America,13,6913,2025/03/26 16:40:00,2025/03/26 23:09:18,high,feature_request,phone,core_support,8.9,389.3,2.0,False,True,True,False,False,False
TCK-11841,ACCT-1403,smb,North America,21,7516,2025/06/13 13:38:00,06/13/2025 16:54,high,billing,email,core_support,189.4,196.3,,False,False,True,True,True,True
TCK-11638,ACCT-0857,MidMarket,EMEA,31,6397,2025/07/28 11:48:00,07/28/2025 15:30,high,billing,chat,core_support,55.6,222.1,3.0,True,True,True,True,True,True
TCK-14606,ACCT-1131,midmarket,North America,42,30894,04/26/2025 17:04,04/26/2025 23:51,medium,product_bug,chat,core_support,61.7,407.4,3.0,False,True,True,False,False,False
TCK-15102,ACCT-1368,enterprise,EMEA,31,132316,03/26/2025 10:17,03/26/2025 18:40,medium,onboarding,chat,core_support,89.5,503.3,4.0,False,True,True,True,True,True
TCK-16611,ACCT-1371,enterprise,North America,45,68570,2025/04/11 14:53:00,04/12/2025 02:01,medium,billing,chat,billing,145.3,668.3,4.0,False,True,True,False,False,False
TCK-10427,ACCT-0899,smb,North America,25,4289,10/07/2025 10:11,2025/10/07 17:39:01,medium,,chat,core_support,10.2,448.0,4.0,False,True,True,False,False,False
TCK-15185,ACCT-0491,smb,North America,5,4578,10/08/2025 17:04,10/08/2025 22:42,medium,feature_request,webform,core_support,127.6,338.1,3.0,False,True,True,False,False,False
TCK-21883,ACCT-1220,smb,APAC,13,2265,09/08/2025 17:36,09/08/2025 22:48,medium,integration,chat,integrations,70.9,312.6,3.0,False,True,True,False,False,False
TCK-12121,ACCT-0499,enterprise,APAC,3,93761,01/17/2025 12:05,17-Jan-2025 18:16,medium,integration,email,core_support,112.7,371.1,4.0,False,True,True,False,False,False
TCK-20069,ACCT-0297,midmarket,North America,11,17992,30-May-2025 07:35,05/30/2025 09:14,low,usability,webform,core_support,54.9,99.1,4.0,False,True,True,False,False,False
TCK-20058,ACCT-0577,smb,North America,33,8033,04/21/2025 19:00,04/21/2025 23:14,high,integration,webForm,core_support,51.1,254.0,,False,True,True,True,True,True
TCK-13779,ACCT-0700,smb,North America,35,7897,2025/08/29 03:40:00,2025/08/29 12:04:04,medium,integration,chat,core_support,204.9,504.1,3.0,False,False,True,False,False,False
TCK-21393,ACCT-1422,smb,North America,20,3828,02/19/2025 09:47,02/19/2025 10:41,medium,billing,email,premium_support,29.8,54.6,3.0,False,True,True,False,False,False
TCK-19818,ACCT-0013,midmarket,EMEA,29,9919,10/14/2025 16:16,10/14/2025 21:59,high,billing,chat,billing,53.6,344.0,3.0,False,True,True,False,False,False
TCK-15559,ACCT-1214,midmarket,North America,25,19850,09/22/2025 18:52,23-Sep-2025 00:21,low,integration,E-mail,billing,88.3,329.3,4.0,False,True,True,False,False,False
TCK-21175,ACCT-1108,midmarket,North America,21,26527,05/26/2025 17:38,26-May-2025 18:38,medium,billing,email,BILLING,35.4,60.2,3.0,False,True,True,False,False,False
TCK-14240,ACCT-0817,Small Biz,APAC,28,5778,05/09/2025 17:50,10-May-2025 03:41,Medium,product_bug,email,core_support,12.9,591.7,3.0,False,True,False,False,False,False
TCK-10970,ACCT-0829,midmarket,EMEA,32,34955,06/09/2025 09:56,09-Jun-2025 10:39,high,billing,email,Core Support,23.2,43.4,3.0,False,True,True,False,False,False
TCK-13757,ACCT-1177,midmarket,EMEA,25,42694,06/17/2025 11:08,17-Jun-2025 18:13,low,feature_request,email,core_support,27.2,425.2,3.0,False,True,True,False,False,False
TCK-11909,ACCT-1211,smb,EMEA,37,5759,05/14/2025 11:18,14-May-2025 11:36,medium,feature_request,email,Core Support,9.4,18.9,3.0,True,True,True,True,True,True
TCK-11370,ACCT-0145,smb,North America,18,2938,08/30/2025 12:42,08/30/2025 19:54,high,product_bug,chat,billing,96.9,432.5,4.0,False,True,True,False,False,False
TCK-10813,ACCT-0866,smb,EMEA,26,2662,27-Jul-2025 18:47,07/28/2025 11:38,low,integration,webform,billing,154.9,1011.4,3.0,False,True,True,False,False,False
TCK-20609,ACCT-1156,midmarket,EMEA,26,11247,05/15/2025 09:09,05/15/2025 18:01,medium,onboarding,chat,billing,76.6,,4.0,False,True,True,False,False,False
TCK-21478,ACCT-0634,smb,EMEA,12,3522,2025/07/24 14:39:00,2025/07/24 15:38:34,high,product_bug,chat,core_support,37.0,59.6,4.0,False,True,True,False,False,False
TCK-12908,ACCT-1367,midmarket,APAC,7,23601,25-Aug-2025 14:04,08/25/2025 19:26,medium,feature_request,phone,core_support,92.3,322.3,2.0,False,True,True,False,False,False
TCK-15677,ACCT-0067,smb,North America,23,3112,08/08/2025 08:06,08/08/2025 09:39,high,onboarding,chat,core_support,37.0,93.4,4.0,False,True,True,False,False,False
TCK-16164,ACCT-0518,midmarket,APAC,27,24844,2025/07/28 12:14:00,07/28/2025 12:29,high,onboarding,email,core_support,11.8,15.6,3.0,False,True,True,False,False,False
TCK-13717,ACCT-0917,smb,APAC,33,5390,15-Oct-2025 05:33,10/15/2025 10:49,medium,integration,chat,core_support,94.1,316.3,4.0,False,True,True,False,False,False
TCK-12439,ACCT-0869,midmarket,North America,17,17322,22-Mar-2025 21:00,2025/03/22 23:44:00,high,billing,chat,core_support,97.0,164.0,4.0,False,True,True,True,True,True
TCK-14720,ACCT-0633,,North America,14,4739,05/29/2025 15:21,05/30/2025 00:59,medium,onboarding,chat,premium_support,114.8,578.2,4.0,False,True,True,False,False,False
TCK-10506,ACCT-0570,smb,North America,5,2168,07/24/2025 15:15,24-Jul-2025 17:33,medium,integration,chat,core_support,5.3,138.4,3.0,False,True,True,False,False,False
TCK-10791,ACCT-0901,smb,N.A.,4,8418,05/13/2025 09:45,05/13/2025 11:03,low,onboarding,chat,integrations,28.3,78.2,4.0,False,True,True,True,True,True
TCK-14448,ACCT-0201,midmarket,North America,16,35992,18-Sep-2025 16:44,09/19/2025 04:16,medium,,webform,integrations,15.6,692.8,3.0,False,True,True,False,False,False
TCK-12264,ACCT-0496,smb,EMEA,31,7195,07-Feb-2025 04:17,02/07/2025 14:00,medium,usability,email,core_support,30.0,583.4,,False,True,True,False,False,False
TCK-12373,ACCT-1432,smb,North America,30,2369,03/27/2025 12:05,03/27/2025 15:29,high,onboarding,chat,billing,85.8,204.1,3.0,False,True,True,False,False,False
TCK-21017,ACCT-0218,midmarket,North America,7,10960,03/01/2025 13:30,03/02/2025 00:39,high,onboarding,chat,core_support,479.6,669.6,3.0,True,False,False,False,False,False
TCK-17093,ACCT-1205,smb,North America,25,2984,03/23/2025 10:06,24-Mar-2025 00:20,High,usability,chat,core_support,55.2,854.9,3.0,False,True,False,True,True,True
TCK-11236,ACCT-0397,midmarket,EMEA,7,32050,09/15/2025 18:26,15-Sep-2025 20:56,high,onboarding,chat,billing,42.2,150.3,4.0,False,True,True,False,False,False
TCK-11600,ACCT-0664,smb,APAC,41,4549,2025/07/22 17:32:00,07/23/2025 06:35,medium,onboarding,email,billing,63.7,783.1,2.0,False,True,False,True,False,False
TCK-17303,ACCT-1012,Small Biz,North America,22,90599,2025/04/10 10:48:00,10-Apr-2025 14:18,medium,onboarding,chat,core_support,113.3,211.0,,False,True,True,False,False,False
TCK-12415,ACCT-0402,ENTERPRISE,APAC,5,179095,07/17/2025 17:01,07/17/2025 17:29,medium,billing,email,core_support,25.9,28.7,4.0,False,True,True,False,False,False
TCK-13418,ACCT-1310,midmarket,EMEA,37,21268,03/28/2025 21:38,03/29/2025 05:14,medium,product_bug,email,integrations,76.9,456.9,3.0,False,True,True,False,False,False
TCK-15636,ACCT-0786,enterprise,North America,9,55176,07-Oct-2025 18:05,07-Oct-2025 21:03,high,onboarding,webform,,33.3,178.1,3.0,False,True,True,False,False,False
TCK-15083,ACCT-0567,smb,EMEA,31,6398,04/03/2025 14:00,04/03/2025 21:05,medium,onboarding,chat,premium_support,1.4,425.3,5.0,False,True,True,True,True,True
TCK-18821,ACCT-0354,smb,North America,19,4448,07/20/2025 08:05,2025/07/20 19:08:11,low,billing,email,core_support,302.3,663.2,4.0,False,True,True,True,True,True
TCK-14996,ACCT-0320,smb,APAC,45,2335,23-Feb-2025 12:08,02/24/2025 04:50,high,usability,email,integrations,20.7,1002.0,4.0,True,True,False,False,False,False
TCK-20175,ACCT-0236,midmarket,APAC,26,31168,2025/06/30 13:15:00,06/30/2025 23:48,high,usability,email,core_support,60.7,633.8,4.0,False,True,False,False,False,False
TCK-19985,ACCT-1210,enterprise,APAC,30,170769,09-Sep-2025 11:23,09/09/2025 17:36,low,usability,phone,billing,363.1,373.6,3.0,False,False,True,False,False,False
TCK-11208,ACCT-0869,midmarket,North America,17,17322,08-Mar-2025 21:16,03/09/2025 00:48,low,product_bug,chat,billing,58.3,212.5,3.0,False,True,True,True,True,True
TCK-10397,ACCT-0115,midmarket,EMEA,47,28721,22-May-2025 00:39,2025/05/22 14:15:31,high,integration,email,core_support,29.0,816.5,3.0,False,True,False,False,False,False
TCK-17141,ACCT-1231,midmarket,EMEA,42,25385,03-Apr-2025 20:37,04/04/2025 01:03,low,usability,chat,,11.2,266.7,4.0,False,True,True,False,False,False
TCK-13927,ACCT-0460,smb,EMEA,8,7349,2025/03/10 16:48:00,03/10/2025 20:33,medium,onboarding,chat,integrations,66.0,225.8,4.0,False,True,True,False,False,False
TCK-20954,ACCT-0666,smb,North America,17,1626,09/14/2025 08:59,09/14/2025 12:15,medium,feature_request,webform,integrations,11.0,196.9,3.0,False,True,True,False,False,False
TCK-20381,ACCT-0685,enterprise,,37,90882,21-Feb-2025 14:19,02/22/2025 03:57,medium,product_bug,email,core_support,23.4,818.2,,False,True,False,False,False,False
TCK-16133,ACCT-0193,enterprise,North America,41,146314,10/03/2025 14:28,2025/10/03 21:38:46,medium,onboarding,chat,BILLING,101.5,430.8,3.0,False,True,True,False,False,False
TCK-19156,ACCT-0590,smb,EMEA,38,2533,02/25/2025 12:27,02/25/2025 19:19,high,onboarding,email ,integrations,163.0,412.3,3.0,False,False,True,True,False,False
TCK-11515,ACCT-0504,midmarket,North America,41,26020,21-May-2025 11:50,05/21/2025 15:47,medium,product_bug,phone,billing,7.3,237.8,,False,True,True,False,False,False
TCK-15974,ACCT-1219,midmarket,North America,10,23143,27-Sep-2025 14:02,27-Sep-2025 14:53,medium,integration,email,premium_support,17.3,51.9,4.0,False,True,True,False,False,False
TCK-13800,ACCT-0242,enterprise,North America,41,182792,07/16/2025 03:23,07/16/2025 06:53,medium,Bug,chat,core_support,39.0,210.1,2.0,False,True,True,True,True,True
TCK-12315,ACCT-1234,smb,EMEA,30,5317,2025/08/27 08:38:00,27-Aug-2025 16:46,urgent,integration,webform,core_support,125.9,488.4,2.0,False,False,False,False,False,False
TCK-17837,ACCT-0407,smb,EMEA,6,7382,29-Aug-2025 14:34,08/29/2025 16:51,medium,product_bug,E-mail,integrations,35.3,,4.0,False,True,True,False,False,False
TCK-13303,ACCT-0736,midmarket,North America,18,45376,06/04/2025 15:30,06/04/2025 19:18,low,product_bug,email,integrations,164.9,228.6,4.0,True,True,True,False,False,False
TCK-11020,ACCT-0978,smb,EMEA,30,6305,05/03/2025 11:29,05/03/2025 15:15,medium,product_bug,email,core_support,31.5,226.0,3.0,True,True,True,False,False,False
TCK-21368,ACCT-1259,smb,EMEA,23,5902,2025/05/20 11:00:00,21-May-2025 07:19,medium,integration,email,core_support,34.5,1219.4,2.0,True,True,False,False,False,False
TCK-18039,ACCT-0369,smb,EMEA,42,6742,26-Apr-2025 14:43,27-Apr-2025 02:35,medium,product_bug,chat,integrations,131.8,712.4,3.0,False,True,True,False,False,False
TCK-12403,ACCT-0798,smb,EMEA,35,3587,2025/03/10 06:18:00,03/10/2025 14:34,High,onboarding,chat,billing,4.2,496.2,3.0,False,True,True,True,False,False
TCK-19489,ACCT-0508,midmarket,EMEA,9,44239,10/15/2025 04:17,15-Oct-2025 15:43,medium,feature_request,webForm,core_support,287.9,686.1,2.0,False,False,True,False,False,False
TCK-10367,ACCT-0606,MidMarket,EMEA,30,4675,17-Jul-2025 09:01,07/17/2025 11:04,medium,billing,chat,integrations,87.6,123.3,3.0,False,True,True,False,False,False
TCK-16053,ACCT-0292,smb,APAC,38,9188,05/06/2025 09:46,05/06/2025 13:30,high,usability,webform,premium_support,73.5,224.6,3.0,False,True,True,False,False,False
TCK-15547,ACCT-1208,smb,North America,20,5889,06/12/2025 14:59,06/12/2025 16:46,medium,usability,,core_support,60.8,107.8,4.0,False,True,True,False,False,False
TCK-16851,ACCT-1374,smb,North America,7,5051,09/13/2025 14:32,09/13/2025 18:37,high,integration,email,core_support,154.6,245.5,3.0,False,False,True,False,False,False
TCK-12849,ACCT-0218,midmarket,North America,7,10960,2025/07/04 12:33:00,07/04/2025 18:44,low,usability,email,core_support,142.5,371.7,4.0,False,True,True,False,False,False
TCK-17652,ACCT-1319,smb,North America,42,2283,08/21/2025 15:10,08/21/2025 23:13,high,feature_request,chat,premium_support,75.2,483.2,4.0,False,True,False,False,False,False
TCK-11977,ACCT-0093,midmarket,EMEA,26,9648,17-Jun-2025 13:17,2025/06/17 16:41:50,medium,usability,chat,core_support,8.2,204.8,4.0,False,True,True,False,False,False
TCK-17729,ACCT-0445,midmarket,APAC,32,25662,2025/04/13 18:15:00,04/13/2025 21:07,medium,integration,chat,integrations,37.3,172.9,5.0,False,True,True,False,False,False
TCK-17476,ACCT-0614,smb,N.A.,23,5884,30-Mar-2025 11:25,03/30/2025 20:43,low,integration,webform,integrations,113.6,558.9,3.0,False,True,True,False,False,False
TCK-11586,ACCT-1256,smb,North America,3,7697,01-Mar-2025 14:23,01-Mar-2025 17:15,medium,usability,email,billing,30.3,173.0,4.0,False,True,True,False,False,False
